UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
G-686,Q1056,1958/01/01,M,U,Q1056,r,1958,Removed,,1963/10/29,7.00,,5.75,,
J-974,Q1056,1959/03/05,F,U,Q1056,du**,1959,DEAD,1967/09/23,,8.16,8.50,,,
H-210,Q1056,1960/03/09,F,F,Q1056,r,1960,Removed,,1961/09/13,9.16,,1.50,,
J-876,Q1056,1961/02/27,F,F,Q1056,dm,1961,DEAD,1967/02/16,,10.08,6.00,,,
K-227,Q1056,1962/03/26,M,F,Q1056,du,1962,DEAD,1968/08/01,,11.16,6.41,,,
K-832,Q1056,1963/03/08,M,F,Q1056,rc,1963,Removed,,1969/05/05,12.16,,6.16,,
K-724,Q1056,1964/02/12,F,F,Q1056,rs**,1964,Removed,,1984/01/11,13.08,,19.91,,
G-508,Q1056,1965/04/18,M,F,Q1056,du**,1965,DEAD,1979/12/10,,14.25,14.66,,,
K-177,Q1056,1966/03/17,M,F,Q1056,rk**,1966,Removed,,1972/02/11,15.16,,5.91,,
F-402,Q1056,1967/03/27,F,F,Q1056,dw**,1967,DEAD,1978/03/14,,16.16,11.00,,,
B-051,Q1056,1970/01/10,F,F,Q1056,F,1970,Dead,1974/02/20,,19.00,4.08,,,
F-802,Q1056,1972/03/03,M,F,Q1056,rs**,1972,Removed,,1984/01/16,21.16,,11.83,,
K-115,Q1055,1960/05/19,M,C,Q1055,r,1960,Removed,,1961/07/24,5.33,,1.16,,
K-226,Q1055,1962/02/20,M,C,Q1055,r,1962,Removed,,1963/10/07,7.08,,1.66,,
K-820,Q1055,1963/02/17,M,C,Q1055,rk**,1963,Removed,,1972/04/10,8.08,,9.16,,
K-300,Q1055,1964/04/15,F,C,Q1055,rc,1964,Removed,,1969/02/10,9.25,,4.83,,
I-312,Q1055,1965/03/24,M,C,Q1055,dm,1965,DEAD,1966/05/05,,10.16,1.16,,,
K-785,Q1055,1966/04/29,M,C,Q1055,rs,1966,Removed,,1973/03/06,11.25,,6.91,,
F-903,Q1055,1967/03/03,M,C,Q1055,rc,1967,Removed,,1968/12/02,12.16,,1.75,,
I-482,Q1055,1969/01/31,M,C,Q1055,r,1969,Removed,,1969/03/27,14.00,,0.16,,
K-075,Q1054,1960/03/10,F,C,Q1054,rc,1960,Removed,,1968/12/16,4.16,,8.75,,
J-790,Q1054,1961/04/20,M,C,Q1054,r,1961,Removed,,1962/04/25,5.25,,1.00,,
K-577,Q1054,1962/04/18,F,C,Q1054,rc,1962,Removed,,1969/03/12,6.25,,6.91,,
K-112,Q1054,1963/04/12,M,C,Q1054,d,1963,DEAD,1963/04/12,,7.25,0.00,,,
H-118,Q1054,1964/04/24,F,C,Q1054,rc,1964,Removed,,1969/03/11,8.25,,4.91,,
J-863,Q1054,1965/04/11,F,C,Q1054,rc,1965,Removed,,1969/03/04,9.25,,3.91,,
K-772,Q1054,1966/04/11,M,C,Q1054,rc,1966,Removed,,1969/02/04,10.25,,2.83,,
F-787,Q1054,1967/04/16,F,C,Q1054,rc,1967,Removed,,1969/01/13,11.25,,1.75,,
I-409,Q1054,1968/06/30,F,C,Q1054,rc,1968,Removed,,1968/12/17,12.41,,0.50,,
G-886,Q1053,1956/01/01,F,U,Q1053,do***,1956,DEAD,1979/01/07,,5.00,23.00,,,
G-892,Q1053,1958/01/01,M,U,Q1053,d**,1958,DEAD,1964/09/24,,7.00,6.66,,,
G-897,Q1053,1959/04/06,M,U,Q1053,rc,1959,Removed,,1969/05/05,8.25,,10.08,,
J-895,Q1053,1960/03/28,F,F,Q1053,du**,1960,DEAD,1972/10/10,,9.16,12.58,,,
J-878,Q1053,1961/03/05,F,F,Q1053,du,1961,DEAD,1968/07/08,,10.16,7.33,,,
G-564,Q1052,1959/01/30,F,U,Q1052,d,1959,DEAD,1964/06/25,,8.00,5.41,,,
K-215,Q1052,1961/01/23,M,C,Q1052,rs**,1961,Removed,,1971/11/05,10.00,,10.83,,
I-279,Q1052,1963/02/01,M,C,Q1052,db,1963,DEAD,1963/03/12,,12.08,0.08,,,
G-574,Q1051,1957/01/01,M,U,Q1051,r,1957,Removed,,1962/11/28,2.00,,5.83,,
I-229,Q1051,1959/02/23,F,U,Q1051,d,1959,DEAD,1959/11/27,,4.08,0.75,,,
H-208,Q1051,1960/02/28,F,A,Q1051,d**,1960,DEAD,1964/03/06,,5.08,4.08,,,
K-083,Q1051,1961/02/17,F,A,Q1051,du**,1961,DEAD,1968/04/08,,6.08,7.16,,,
K-574,Q1051,1962/03/26,F,A,Q1051,do,1962,DEAD,1969/12/08,,7.16,7.75,,,
K-336,Q1050,1956/01/01,M,U,Q1050,dc**,1956,DEAD,1971/12/18,,3.00,15.91,,,
G-775,Q1050,1958/03/30,F,U,Q1050,d,1958,DEAD,1959/07/01,,5.16,1.33,,,
J-976,Q1050,1959/07/01,F,U,Q1050,r,1959,Removed,,1960/02/19,6.50,,0.58,,
J-887,Q1050,1961/02/02,M,F,Q1050,du,1961,DEAD,1989/05/16,,8.08,28.25,,,
K-557,Q1050,1962/04/05,M,F,Q1050,dz***,1962,DEAD,1973/11/02,,9.25,11.58,,,
K-712,Q1050,1963/05/07,M,F,Q1050,dm,1963,DEAD,1992/06/11,,10.33,29.08,,,
G-986,Q1050,1964/03/11,F,F,Q1050,du,1964,DEAD,1995/08/13,,11.16,31.41,,,
K-311,Q1050,1965/03/17,F,F,Q1050,du**,1965,DEAD,1974/09/26,,12.16,9.50,,,
G-130,Q1050,1968/03/27,M,F,Q1050,dz?,1968,DEAD,1976/09/27,,15.16,8.50,,,
I-481,Q1050,1969/04/08,M,F,Q1050,d,1969,DEAD,1969/04/13,,16.25,0.00,,,
F-533,Q1050,1970/02/14,M,F,Q1050,rs,1970,Removed,,1985/01/15,17.08,,14.91,,
F-709,Q1050,1971/06/03,M,F,Q1050,du,1971,DEAD,1989/10/23,,18.41,18.33,,,
G-577,Q1049,1956/01/01,F,U,Q1049,du**,1956,DEAD,1966/04/13,,5.00,10.25,,,
G-472,Q1049,1957/01/01,F,U,Q1049,dm,1957,DEAD,1969/05/05,,6.00,12.33,,,
J-990,Q1049,1959/02/25,M,U,Q1049,du,1959,DEAD,1970/10/01,,8.08,11.66,,,
K-064,Q1049,1961/02/15,F,A,Q1049,r,1961,Removed,,1964/07/10,10.08,,3.41,,
K-834,Q1049,1962/04/27,M,A,Q1049,dh,1962,DEAD,1968/06/14,,11.25,6.16,,,
H-122,Q1049,1964/02/06,F,A,Q1049,rs**,1964,Removed,,1972/03/14,13.08,,8.08,,
K-323,Q1049,1966/04/04,F,A,Q1049,dm,1966,DEAD,1968/04/09,,15.25,2.00,,,
G-889,Q1048,1958/04/03,M,U,Q1048,r,1958,Removed,,1962/11/29,4.25,,4.58,,
K-086,Q1048,1961/07/03,M,A,Q1048,r,1961,Removed,,1964/07/29,7.50,,3.00,,
K-809,Q1048,1963/02/07,F,A,Q1048,du**,1963,DEAD,1980/03/31,,9.08,17.08,,,
K-930,Q1048,1964/02/21,M,A,Q1048,du**,1964,DEAD,1975/10/19,,10.08,11.66,,,
J-908,Q1048,1965/03/05,F,A,Q1048,do,1965,DEAD,1966/10/12,,11.16,1.58,,,
K-325,Q1048,1966/02/25,M,A,Q1048,rc,1966,Removed,,1971/05/10,12.08,,5.25,,
F-549,Q1048,1967/03/03,M,A,Q1048,rc,1967,Removed,,1971/05/03,13.16,,4.16,,
G-018,Q1048,1968/03/05,M,A,Q1048,du,1968,DEAD,1969/12/08,,14.16,1.75,,,
F-487,Q1048,1969/03/01,M,A,Q1048,rs,1969,Removed,,1992/03/16,15.16,,23.00,,
F-529,Q1048,1970/02/24,F,L,Q1048,dz**,1970,DEAD,1981/07/07,,16.08,11.41,,,
F-677,Q1048,1971/03/05,F,L,Q1048,d**,1971,DEAD,1985/01/28,,17.16,13.83,,,
F-749,Q1048,1972/04/15,M,L,Q1048,dm,1972,DEAD,1980/08/18,,18.25,8.33,,,
F-936,Q1048,1974/03/27,F,L,Q1048,dz**,1974,DEAD,1980/05/07,,20.16,6.16,,,
I-698,Q1048,1976/05/05,F,L,Q1048,du**,1976,DEAD,1976/09/07,,22.33,0.33,,,
G-882,Q1046,1958/01/01,M,U,Q1046,d**,1958,DEAD,1984/06/22,,4.00,26.41,,,
K-385,Q1046,1960/02/05,F,A,Q1046,dz**,1960,DEAD,1976/09/19,,6.08,16.58,,,
I-250,Q1046,1961/03/18,F,C,Q1046,r,1961,Removed,,1961/12/04,7.16,,0.75,,
J-985,Q1042,1959/03/01,F,U,Q1042,rc,1959,Removed,,1969/04/28,4.16,,10.08,,
G-460,Q1041,1958/01/01,F,U,Q1041,rs**,1958,Removed,,1972/08/01,4.00,,14.58,,
G-679,Q1041,1959/04/15,F,U,Q1041,re,1959,Removed,,1966/06/25,5.25,,7.16,,
J-777,Q1041,1960/04/16,M,G,Q1041,d,1960,DEAD,1961/09/05,,6.25,1.41,,,
K-077,Q1041,1961/03/18,F,H,Q1041,dm,1961,DEAD,1965/01/05,,7.16,3.83,,,
K-558,Q1041,1962/07/21,F,H,Q1041,re,1962,Removed,,1966/06/25,8.50,,3.91,,
K-852,Q1041,1963/05/17,M,H,Q1041,d,1963,DEAD,1964/10/01,,9.33,1.41,,,
H-010,Q1041,1964/05/20,M,H,Q1041,re,1964,Removed,,1966/06/25,10.33,,2.08,,
J-924,Q1041,1965/04/14,M,H,Q1041,rk,1965,Removed,,1971/11/05,11.25,,6.58,,
K-355,Q1041,1966/03/24,F,H,Q1041,dm,1966,DEAD,1968/07/08,,12.16,2.33,,,
I-387,Q1041,1967/03/21,M,H,Q1041,d,1967,DEAD,1968/02/12,,13.16,0.91,,,
G-125,Q1041,1968/04/20,M,H,Q1041,rs,1968,Removed,,1972/09/28,14.25,,4.41,,
K-333,Q1039,1956/01/01,F,U,Q1039,re**,1956,Removed,,1966/06/25,3.00,,10.41,,
G-576,Q1039,1958/02/27,F,U,Q1039,d**,1958,DEAD,1961/03/29,,5.08,3.08,,,
G-894,Q1039,1959/05/29,M,U,Q1039,rk**,1959,Removed,,1971/09/02,6.33,,12.33,,
H-124,Q1039,1960/05/16,M,G,Q1039,r,1960,Removed,,1961/09/12,7.33,,1.33,,
K-067,Q1039,1961/05/05,F,H,Q1039,dm,1961,DEAD,1962/09/11,,8.33,1.33,,,
H-209,Q1038,1959/03/14,F,U,Q1038,rk**,1959,Removed,,1972/03/14,3.16,,13.00,,
I-262,Q1038,1962/03/20,M,A,Q1038,d,1962,DEAD,1962/10/01,,6.16,0.58,,,
K-107,Q1038,1963/03/26,M,A,Q1038,d,1963,DEAD,1963/03/29,,7.16,0.00,,,
G-997,Q1038,1964/02/16,F,A,Q1038,dm,1964,DEAD,1969/02/05,,8.08,5.00,,,
G-384,Q1038,1965/02/26,F,A,Q1038,rc,1965,Removed,,1967/04/12,9.08,,2.16,,
K-054,Q1038,1966/02/18,M,A,Q1038,rc,1966,Removed,,1967/04/12,10.08,,1.16,,
J-987,Q1037,1959/01/22,M,U,Q1037,d**,1959,DEAD,1963/10/05,,4.00,4.75,,,
H-207,Q1037,1960/02/20,M,A,Q1037,r,1960,Removed,,1961/09/12,5.08,,1.58,,
J-892,Q1037,1961/05/04,M,A,Q1037,d**,1961,DEAD,1975/03/28,,6.33,13.83,,,
K-569,Q1037,1962/04/07,M,A,Q1037,rk,1962,Removed,,1971/04/26,7.25,,9.00,,
G-575,Q1035,1958/01/01,M,U,Q1035,r,1958,Removed,,1962/11/27,3.00,,4.83,,
H-213,Q1035,1960/01/25,F,A,Q1035,r,1960,Removed,,1961/09/13,5.00,,1.66,,
J-894,Q1035,1961/03/15,M,A,Q1035,re,1961,Removed,,1966/06/25,6.16,,5.25,,
K-576,Q1035,1962/03/22,F,A,Q1035,rb,1962,Removed,,1971/11/05,7.16,,9.66,,
K-813,Q1035,1963/02/15,F,A,Q1035,rb,1963,Removed,,1971/11/05,8.08,,8.75,,
H-123,Q1035,1964/02/01,M,A,Q1035,rk,1964,Removed,,1971/04/26,9.08,,7.16,,
G-840,Q1035,1965/02/19,M,A,Q1035,dm,1965,DEAD,1967/07/06,,10.08,2.41,,,
K-500,Q1035,1966/02/21,M,A,Q1035,rc,1966,Removed,,1971/05/03,11.08,,5.25,,
F-770,Q1035,1967/02/10,F,A,Q1035,rs,1967,Removed,,1971/11/05,12.08,,4.75,,
G-012,Q1035,1968/02/10,M,A,Q1035,rb,1968,Removed,,1971/11/05,13.08,,3.75,,
F-470,Q1035,1969/02/15,F,A,Q1035,rp,1969,Removed,,1971/11/05,14.08,,2.75,,
F-617,Q1035,1970/03/05,F,A,Q1035,rp,1970,Removed,,1971/11/05,15.16,,1.66,,
I-541,Q1035,1971/04/12,M,A,Q1035,r,1971,Removed,,1971/11/05,16.25,,0.58,,
G-469,Q1034,1958/01/01,F,U,Q1034,rc,1958,Removed,,1967/12/07,3.00,,9.91,,
G-884,Q1034,1959/03/01,M,U,Q1034,dm,1959,DEAD,1960/09/01,,4.16,1.50,,,
J-789,Q1034,1960/03/08,F,C,Q1034,r,1960,Removed,,1961/11/29,5.16,,1.66,,
K-211,Q1034,1961/02/27,F,C,Q1034,du,1961,DEAD,1966/02/23,,6.08,5.00,,,
K-796,Q1034,1962/03/10,M,C,Q1034,rk**,1962,Removed,,1972/03/20,7.16,,10.00,,
H-215,Q1033,1959/03/07,F,U,Q1033,du**,1959,DEAD,1967/10/01,,4.16,8.58,,,
H-212,Q1033,1960/03/20,M,A,Q1033,re,1960,Removed,,1966/06/27,5.16,,6.25,,
J-884,Q1033,1961/03/10,F,A,Q1033,dz?,1961,DEAD,1970/03/04,,6.16,9.00,,,
K-594,Q1033,1962/03/29,M,A,Q1033,dm,1962,DEAD,1980/08/18,,7.16,18.41,,,
K-805,Q1033,1963/03/15,F,A,Q1033,dm,1963,DEAD,1983/12/23,,8.16,20.75,,,
K-707,Q1033,1964/02/21,F,A,Q1033,rs**,1964,Removed,,1984/02/29,9.08,,20.00,,
G-425,Q1033,1965/03/01,F,J,Q1033,du**,1965,DEAD,1982/02/16,,10.16,16.91,,,
J-959,Q1033,1966/02/21,M,J,Q1033,dm,1966,DEAD,1983/04/30,,11.08,17.16,,,
F-890,Q1033,1967/02/24,M,J,Q1033,dm**,1967,DEAD,1983/08/23,,12.08,16.50,,,
G-124,Q1033,1968/03/03,F,J,Q1033,rs**,1968,Removed,,1984/03/05,13.16,,16.00,,
F-468,Q1033,1969/03/05,F,J,Q1033,du**,1969,DEAD,1974/04/01,,14.16,5.08,,,
B-365,Q1033,1970/03/08,F,J,Q1033,J,1970,Removed,,1984/03/12,15.16,,14.00,,
B-816,Q1033,1971/02/17,F,J,Q1033,J,1971,Removed,,1984/02/21,16.08,,13.00,,
F-760,Q1033,1972/03/22,M,J,Q1033,dz***,1972,DEAD,1980/04/11,,17.16,8.08,,,
I-649,Q1033,1973/03/31,M,J,Q1033,db**,1973,DEAD,1973/04/01,,18.16,0.08,,,
K-220,Q1032,1960/04/15,M,C,Q1032,du**,1960,DEAD,1968/02/20,,5.25,7.83,,,
K-601,Q1032,1962/03/27,F,C,Q1032,rc,1962,Removed,,1967/12/11,7.16,,5.75,,
K-854,Q1032,1963/06/01,M,C,Q1032,dm,1963,DEAD,1967/08/02,,8.41,4.16,,,
I-310,Q1032,1965/03/03,M,C,Q1032,d,1965,DEAD,1965/03/17,,10.16,0.00,,,
H-202,Q1031,1959/06/25,F,U,Q1031,d**,1959,DEAD,1962/04/01,,4.41,2.83,,,
G-779,Q1030,1959/03/10,M,U,Q1030,rk**,1959,Removed,,1972/03/13,4.16,,13.00,,
J-783,Q1030,1960/04/04,F,E,Q1030,rc,1960,Removed,,1971/04/26,5.25,,11.00,,
I-249,Q1030,1961/03/17,M,E,Q1030,r,1961,Removed,,1962/04/24,6.16,,1.08,,
K-225,Q1030,1962/04/09,F,E,Q1030,du,1962,DEAD,1968/01/01,,7.25,5.75,,,
K-838,Q1030,1963/03/12,M,E,Q1030,dm,1963,DEAD,1968/07/08,,8.16,5.33,,,
K-946,Q1030,1964/02/25,F,E,Q1030,dh,1964,DEAD,1969/02/26,,9.08,5.00,,,
J-798,Q1030,1965/02/24,F,E,Q1030,rs,1965,Removed,,1971/01/27,10.08,,5.91,,
F-669,Q1030,1967/02/06,M,E,Q1030,du**,1967,DEAD,1972/10/20,,12.08,5.66,,,
G-021,Q1030,1968/02/23,M,A,Q1030,rk**,1968,Removed,,1972/07/07,13.08,,4.41,,
F-448,Q1030,1969/03/05,M,E,Q1030,rb,1969,Removed,,1971/04/27,14.16,,2.08,,
I-512,Q1030,1970/03/03,F,E,Q1030,r,1970,Removed,,1970/07/15,15.16,,0.33,,
G-685,Q1029,1958/01/01,M,U,Q1029,d,1958,DEAD,1964/09/28,,4.00,6.66,,,
J-975,Q1029,1959/03/25,F,U,Q1029,d,1959,DEAD,1964/03/24,,5.16,5.00,,,
K-692,Q1029,1960/03/18,F,F,Q1029,rs**,1960,Removed,,1984/01/09,6.16,,23.83,,
J-877,Q1029,1961/03/08,F,F,Q1029,dm**,1961,DEAD,1975/12/02,,7.16,14.75,,,
K-230,Q1029,1962/03/29,M,F,Q1029,r,1962,Removed,,1963/10/07,8.16,,1.58,,
I-277,Q1029,1963/05/03,M,F,Q1029,r,1963,Removed,,1963/11/18,9.33,,0.50,,
K-723,Q1029,1964/03/26,M,F,Q1029,rs,1964,Removed,,1971/09/03,10.16,,7.50,,
G-451,Q1029,1965/03/16,F,F,Q1029,du**,1965,DEAD,1971/03/04,,11.16,6.00,,,
I-334,Q1029,1966/02/21,F,F,Q1029,dm,1966,DEAD,1966/03/18,,12.08,0.08,,,
F-409,Q1029,1967/01/09,M,F,Q1029,du,1967,DEAD,1968/05/21,,13.00,1.33,,,
G-131,Q1029,1968/04/01,F,F,Q1029,du**,1968,DEAD,1974/04/02,,14.25,6.00,,,
I-479,Q1029,1969/03/07,F,F,Q1029,d,1969,DEAD,1969/04/05,,15.16,0.08,,,
I-511,Q1029,1970/01/10,M,F,Q1029,ds,1970,DEAD,1970/01/10,,16.00,0.00,,,
I-610,Q1029,1972/01/19,F,F,Q1029,d,1972,DEAD,1972/02/09,,18.00,0.08,,,
J-981,Q1028,1959/03/03,M,U,Q1028,dz**,1959,DEAD,1970/10/30,,4.16,11.58,,,
H-204,Q1028,1960/03/21,M,G,Q1028,rk**,1960,Removed,,1972/04/10,5.16,,12.08,,
I-248,Q1028,1961/03/26,M,I,Q1028,dm,1961,DEAD,1961/05/22,,6.16,0.16,,,
G-569,Q1027,1957/01/01,F,U,Q1027,d**,1957,DEAD,1964/07/15,,6.00,7.50,,,
G-568,Q1027,1958/03/25,M,U,Q1027,r,1958,Removed,,1962/11/28,7.16,,4.66,,
K-088,Q1027,1960/02/01,M,A,Q1027,d,1960,DEAD,1968/10/16,,9.08,8.66,,,
J-883,Q1027,1961/02/13,F,A,Q1027,du,1961,DEAD,1968/11/01,,10.08,7.75,,,
I-261,Q1027,1962/03/15,U,A,Q1027,d,1962,DEAD,1962/03/15,,11.16,0.00,,,
K-819,Q1027,1963/02/08,M,A,Q1027,r,1963,Removed,,1972/10/02,12.08,,9.66,,
K-297,Q1027,1964/03/26,M,A,Q1027,rc,1964,Removed,,1968/12/02,13.16,,4.75,,
I-309,Q1027,1965/03/29,U,A,Q1027,d,1965,DEAD,1965/04/09,,14.16,0.08,,,
F-115,Q1027,1966/01/25,M,A,Q1027,A,1966,Removed,,1967/04/12,15.00,,1.25,,
F-557,Q1027,1967/02/17,F,A,Q1027,rk**,1967,Removed,,1972/03/14,16.08,,5.08,,
F-442,Q1027,1969/04/20,M,A,Q1027,rk**,1969,Removed,,1972/02/14,18.25,,2.83,,
K-330,Q1025,1956/01/01,F,U,Q1025,dm,1956,DEAD,1956/06/16,,5.00,0.41,,,
K-403,Q1025,1957/01/01,F,U,Q1025,d,1957,DEAD,1961/09/29,,6.00,4.66,,,
G-255,Q1025,1958/03/20,M,U,Q1025,d**,1958,DEAD,1962/01/03,,7.16,3.83,,,
G-888,Q1025,1959/05/07,M,U,Q1025,d,1959,DEAD,1959/10/28,,8.33,0.41,,,
J-786,Q1025,1960/02/27,F,A,Q1025,rb,1960,Removed,,1971/11/05,9.08,,11.75,,
G-866,Q1025,1965/03/11,F,A,Q1025,rs,1965,Removed,,1971/11/05,14.16,,6.66,,
K-394,Q1024,1957/01/01,M,U,Q1024,dm,1957,DEAD,1957/05/21,,6.00,0.33,,,
G-570,Q1024,1958/02/22,M,U,Q1024,d**,1958,DEAD,1963/01/07,,7.08,4.91,,,
I-227,Q1024,1959/01/28,U,U,Q1024,d,1959,DEAD,1959/02/02,,8.00,0.08,,,
K-858,Q1024,1960/01/12,F,A,Q1024,du**,1960,DEAD,1965/07/24,,9.00,5.50,,,
J-874,Q1024,1961/01/21,F,A,Q1024,rb,1961,Removed,,1971/11/05,10.00,,10.83,,
I-259,Q1024,1962/03/03,U,A,Q1024,d,1962,DEAD,1962/03/03,,11.16,0.00,,,
I-276,Q1024,1963/01/07,F,A,Q1024,dm,1963,DEAD,1963/05/23,,12.00,0.33,,,
H-216,Q1023,1959/04/10,F,U,Q1023,rc,1959,Removed,,1969/05/16,4.25,,10.08,,
I-247,Q1023,1961/03/26,M,C,Q1023,r,1961,Removed,,1962/04/23,6.16,,1.08,,
K-602,Q1023,1962/05/23,F,C,Q1023,rc,1962,Removed,,1967/12/11,7.33,,5.58,,
I-298,Q1023,1964/02/20,U,C,Q1023,d,1964,DEAD,1964/02/25,,9.08,0.00,,,
G-782,Q1022,1959/04/01,F,U,Q1022,rs**,1959,Removed,,1972/03/14,4.25,,12.91,,
K-209,Q1022,1961/01/30,M,A,Q1022,r,1961,Removed,,1964/07/29,6.00,,3.50,,
K-595,Q1022,1962/04/04,M,A,Q1022,rc,1962,Removed,,1968/12/16,7.25,,6.66,,
K-853,Q1022,1963/02/28,M,A,Q1022,rc,1963,Removed,,1968/12/02,8.08,,5.83,,
K-304,Q1022,1964/02/20,M,A,Q1022,rk**,1964,Removed,,1971/08/02,9.08,,7.50,,
G-818,Q1022,1965/03/05,F,A,Q1022,rk**,1965,Removed,,1972/03/13,10.16,,7.00,,
K-492,Q1022,1966/03/18,M,A,Q1022,rk**,1966,Removed,,1972/03/13,11.16,,6.00,,
F-546,Q1022,1967/04/04,M,A,Q1022,rk**,1967,Removed,,1972/02/14,12.25,,4.83,,
F-428,Q1022,1968/03/08,M,A,Q1022,rs**,1968,Removed,,1972/03/13,13.16,,4.00,,
F-508,Q1022,1969/05/16,F,A,Q1022,rk**,1969,Removed,,1972/02/14,14.33,,2.75,,
F-647,Q1022,1970/02/28,F,K,Q1022,rk**,1970,Removed,,1972/02/18,15.08,,2.00,,
F-724,Q1022,1971/03/05,M,K,Q1022,rk**,1971,Removed,,1972/02/14,16.16,,0.91,,
I-235,Q1021,1960/02/23,U,F,Q1021,d,1960,DEAD,1960/02/26,,5.08,0.00,,,
J-888,Q1021,1961/02/03,M,F,Q1021,dm,1961,DEAD,1968/11/15,,6.08,7.75,,,
K-098,Q1021,1963/03/15,M,F,Q1021,rc,1963,Removed,,1969/04/25,8.16,,6.08,,
K-721,Q1021,1964/02/03,F,F,Q1021,dm,1964,DEAD,1972/09/06,,9.08,8.58,,,
K-314,Q1021,1965/03/11,M,F,Q1021,rs**,1965,Removed,,1984/03/19,10.16,,19.00,,
K-350,Q1021,1966/02/26,M,F,Q1021,dm,1966,DEAD,1972/01/10,,11.08,5.91,,,
G-356,Q1021,1968/03/22,F,F,Q1021,d**,1968,DEAD,1976/03/06,,13.16,8.00,,,
I-478,Q1021,1969/04/01,F,F,Q1021,d,1969,DEAD,1969/04/04,,14.25,0.00,,,
B-322,Q1021,1970/02/15,M,F,Q1021,J,1970,Dead,1975/02/07,,15.08,5.00,,,
F-683,Q1021,1971/02/22,M,F,Q1021,dz,1971,DEAD,1983/05/12,,16.08,12.25,,,
I-609,Q1021,1972/02/28,F,F,Q1021,d,1972,DEAD,1972/02/28,,17.08,0.00,,,
G-774,Q1020,1958/04/06,F,U,Q1020,rc,1958,Removed,,1969/05/12,4.25,,11.08,,
I-234,Q1020,1960/02/22,M,C,Q1020,r,1960,Removed,,1961/07/24,6.08,,1.41,,
G-985,Q1020,1961/03/29,M,C,Q1020,rk**,1961,Removed,,1971/08/03,7.16,,10.41,,
J-932,Q1020,1962/04/07,F,C,Q1020,rc,1962,Removed,,1969/01/14,8.25,,6.75,,
K-857,Q1020,1963/03/11,M,C,Q1020,rc,1963,Removed,,1968/12/16,9.16,,5.75,,
H-006,Q1020,1964/03/11,F,C,Q1020,dm,1964,DEAD,1968/01/26,,10.16,3.83,,,
G-543,Q1020,1965/03/14,M,C,Q1020,rc,1965,Removed,,1968/12/16,11.16,,3.75,,
K-411,Q1020,1966/03/02,M,C,Q1020,rc,1966,Removed,,1968/12/16,12.16,,2.75,,
F-548,Q1020,1967/03/08,M,C,Q1020,d,1967,DEAD,1968/12/16,,13.16,1.75,,,
I-407,Q1020,1968/03/25,M,C,Q1020,r,1968,Removed,,1968/12/09,14.16,,0.75,,
G-788,Q1019,1958/01/01,F,U,Q1019,dm,1958,DEAD,1973/10/13,,4.00,15.75,,,
I-231,Q1019,1959/03/20,M,U,Q1019,d**,1959,DEAD,1960/05/22,,5.16,1.16,,,
H-221,Q1019,1960/03/10,F,A,Q1019,r,1960,Removed,,1961/09/13,6.16,,1.50,,
J-886,Q1019,1961/03/10,F,A,Q1019,rb,1961,Removed,,1971/11/05,7.16,,10.66,,
K-308,Q1019,1962/03/20,F,A,Q1019,dm,1962,DEAD,1971/08/23,,8.16,9.41,,,
K-817,Q1019,1963/03/05,F,A,Q1019,dm,1963,DEAD,1964/09/01,,9.16,1.50,,,
G-996,Q1019,1964/02/18,M,A,Q1019,dm,1964,DEAD,1967/08/17,,10.08,3.50,,,
G-414,Q1019,1965/02/26,F,A,Q1019,du,1965,DEAD,1968/04/08,,11.08,3.16,,,
I-375,Q1019,1966/03/25,F,A,Q1019,rc,1966,Removed,,1967/04/01,12.16,,1.08,,
J-989,Q1018,1958/01/01,F,U,Q1018,rc,1958,Removed,,1967/12/11,4.00,,9.91,,
I-230,Q1018,1959/01/01,M,U,Q1018,dm,1959,DEAD,1960/08/22,,5.00,1.58,,,
J-882,Q1017,1961/02/11,M,A,Q1017,rc,1961,Removed,,1969/05/02,4.08,,8.25,,
K-309,Q1017,1962/04/13,F,A,Q1017,dm,1962,DEAD,1970/02/02,,5.25,7.83,,,
K-841,Q1017,1963/04/27,F,A,Q1017,dm,1963,DEAD,1970/02/23,,6.25,6.83,,,
K-725,Q1017,1964/05/14,F,A,Q1017,dm,1964,DEAD,1965/12/07,,7.33,1.58,,,
J-941,Q1017,1965/04/02,F,A,Q1017,rs,1965,Removed,,1971/11/05,8.25,,6.58,,
K-625,Q1017,1966/03/11,F,A,Q1017,rs,1966,Removed,,1971/11/05,9.16,,5.66,,
F-552,Q1017,1967/04/01,F,A,Q1017,rb,1967,Removed,,1971/11/05,10.25,,4.58,,
G-245,Q1017,1968/03/11,F,A,Q1017,rb,1968,Removed,,1971/11/05,11.16,,3.66,,
F-458,Q1017,1969/03/04,M,A,Q1017,rp,1969,Removed,,1971/11/05,12.16,,2.66,,
F-639,Q1017,1970/02/20,M,A,Q1017,rp,1970,Removed,,1971/11/05,13.08,,1.75,,
I-583,Q1017,1971/02/27,M,A,Q1017,d,1971,DEAD,1971/03/24,,14.08,0.08,,,
G-563,Q1015,1957/01/01,M,U,Q1015,d,1957,DEAD,1963/10/01,,3.00,6.75,,,
